Date,3M_100_Imp_Vol,3M_100Imp_Daily_Return,3M_Hist_Vol_(90),3M_Hist_Daily_Return
11/9/17,9.8771,0.035715409,6.024420172,-0.025772146
11/8/17,9.5365,0.005928082,6.183789702,0.000222863
11/7/17,9.4803,0.028265562,6.18241187,0.000562751
11/6/17,9.2197,0.014837808,6.178934671,0.00092338
11/3/17,9.0849,-0.030199193,6.173234432,-0.024649032
11/2/17,9.3678,-0.005161208,6.329244173,-0.01639513
11/1/17,9.4164,0.032160474,6.434742612,-0.017208041
10/31/17,9.123,-0.017891745,6.547410724,0.000438428
10/30/17,9.2892,0.041752178,6.544541412,0.007240616
10/27/17,8.9169,-0.0722869,6.497495545,0.012181059
10/26/17,9.6117,0.004598806,6.41930165,-0.001601089
10/25/17,9.5677,0.0350509,6.429596003,-0.002080811
10/24/17,9.2437,0.00920366,6.443002677,-0.007187187
10/23/17,9.1594,0.06892447,6.489644968,0.007765694
10/20/17,8.5688,-0.022440249,6.439636722,0.0066443
10/19/17,8.7655,0.00640665,6.397132258,-0.000966201
10/18/17,8.7097,-0.00491277,6.403319151,-0.006058649
10/17/17,8.7527,0.010809437,6.442351094,-0.000665393
10/16/17,8.6591,-0.012273718,6.446640644,-0.00043726
10/13/17,8.7667,-0.028232869,6.449460732,0.000154527
10/12/17,9.0214,0.009240614,6.448464273,0.001301893
10/11/17,8.9388,-0.016947289,6.440079978,-0.00099099
10/10/17,9.0929,-0.026331006,6.446468365,-0.000523888
10/9/17,9.3388,0.020355094,6.44984736,-0.002606621
10/6/17,9.1525,0.025662576,6.466703608,-0.015025891
10/5/17,8.9235,-0.020762233,6.565353903,0.007927463
10/4/17,9.1127,-0.010220706,6.513716656,-0.000888519
10/3/17,9.2068,0.00470334,6.519509363,0.001390985
10/2/17,9.1637,-0.036859918,6.510453423,-0.0019282
9/29/17,9.5144,-0.007986654,6.523031134,0.002213119
9/28/17,9.591,-0.027597534,6.508626771,-0.000770827
9/27/17,9.8632,-0.006547008,6.513647668,-0.00280674
9/26/17,9.9282,0.006988326,6.531981238,-0.016164776
9/25/17,9.8593,0.021932689,6.6393041,-0.000316345
9/22/17,9.6477,0.016050046,6.641405074,-0.085936625
9/21/17,9.4953,-0.001986504,7.265803722,0.000988676
9/20/17,9.5142,-0.004905293,7.258627288,-0.003512248
9/19/17,9.5611,-0.006081334,7.284211246,-0.000575483
9/18/17,9.6196,-0.02632671,7.288405599,-6.40299E-05
9/15/17,9.8797,-0.018771043,7.288872305,8.71349E-05
9/14/17,10.0687,-0.007344822,7.288237245,-0.000339703
9/13/17,10.1432,-0.014486558,7.290713924,-0.000697833
9/12/17,10.2923,-0.032842188,7.295805177,-0.003594536
9/11/17,10.6418,-0.076513212,7.322124818,0.026793864
9/8/17,11.5235,0.044315556,7.131056265,0.000570248
9/7/17,11.0345,-0.010731384,7.126992112,-0.000231219
9/6/17,11.1542,-0.023574211,7.128640392,-0.000492993
9/5/17,11.4235,0.118766404,7.132156493,0.009422143
9/1/17,10.2108,-0.030718408,7.065583552,0.000107192
8/31/17,10.5344,-0.025918426,7.064826257,0.008102434
8/30/17,10.8147,-0.016666667,7.008044042,-0.007489119
8/29/17,10.998,0.00770577,7.06092414,-0.023603276
8/28/17,10.9139,0.002305121,7.23161392,-0.001558696
8/25/17,10.8888,-0.033541321,7.242903406,-0.014760859
8/24/17,11.2667,0.001662518,7.351416634,-0.000910547
8/23/17,11.248,0.0760959,7.358116544,0.003140593
8/22/17,10.4526,-0.111800345,7.335080041,0.012347645
8/21/17,11.7683,-0.030897188,7.245613774,-0.010363551
8/18/17,12.1435,-0.012161393,7.321490415,-0.005552075
8/17/17,12.293,0.225769783,7.36236683,0.077335072
8/16/17,10.0288,-0.018545159,6.833869076,0.000255404
8/15/17,10.2183,-0.016639079,6.832124123,-0.000366568
8/14/17,10.3912,-0.159104335,6.834629479,0.024997094
8/11/17,12.3573,-0.019860879,6.667950103,-0.007020692
8/10/17,12.6077,0.266558171,6.715094714,0.082007001
8/9/17,9.9543,0.020409628,6.206147195,-0.001330955
8/8/17,9.7552,0.058782669,6.214418306,-0.000602949
8/7/17,9.2136,-0.003450327,6.218167541,-0.001578772
8/4/17,9.2455,-0.002061611,6.228000135,-0.001140171
8/3/17,9.2646,0.03211791,6.235109226,-0.008547781
8/2/17,8.9763,0.028271951,6.288865069,-0.00399471
8/1/17,8.7295,-0.05030516,6.31408802,-0.000290884
7/31/17,9.1919,0.015230837,6.315925224,-0.000183921
7/28/17,9.054,0.014033398,6.317087072,0.000544632
7/27/17,8.9287,0.020212985,6.313648458,-0.052385058
7/26/17,8.7518,-0.003257255,6.662672971,-0.015661626
7/25/17,8.7804,-0.001694087,6.768681531,0.000824806
7/24/17,8.7953,-0.015425776,6.76310328,-7.63549E-06
7/21/17,8.9331,-0.000615309,6.76315492,-0.014286809
7/20/17,8.9386,0.00040291,6.861179275,-0.005014091
7/19/17,8.935,-0.030290533,6.895755222,0.008075052
7/18/17,9.2141,0.008835702,6.840517689,-0.000982563
7/17/17,9.1334,0.006779175,6.847245536,2.31424E-05
7/14/17,9.0719,-0.034565326,6.847087078,0.004114313
7/13/17,9.3967,-0.031048279,6.81903145,-0.004227309
7/12/17,9.6978,-0.037429652,6.847979974,0.009697848
7/11/17,10.0749,-0.014120479,6.782207159,-7.23747E-05
7/10/17,10.2192,-0.006146425,6.782698055,-0.007744119
7/7/17,10.2824,-0.057335118,6.83563402,-0.039038193
7/6/17,10.9078,0.079413773,7.113325389,0.018750207
7/5/17,10.1053,-0.014847528,6.982403869,-8.49952E-05
7/3/17,10.2576,0.010949589,6.98299739,0.000433931
6/30/17,10.1465,-0.005030497,6.979968567,-5.99228E-05
6/29/17,10.1978,0.078253698,6.980386851,0.019666371
6/28/17,9.4577,-0.054995454,6.845755679,0.008707475
6/27/17,10.0081,0.066063763,6.786660996,0.01486196
6/26/17,9.3879,-0.011008807,6.687274982,-0.002125403
6/23/17,9.4924,-0.02551099,6.701518406,-0.008976857
6/22/17,9.7409,-0.011046022,6.762221902,-0.005021075
6/21/17,9.8497,0.009956319,6.796346869,-0.007273661
6/20/17,9.7526,0.031977482,6.846143393,0.004143367
6/19/17,9.4504,-0.032623271,6.817894352,-0.002907441
6/16/17,9.7691,-0.020553233,6.837774779,5.61767E-05
6/15/17,9.9741,0.013082384,6.837390677,0.001178987
6/14/17,9.8453,0.00400775,6.829338976,-0.001197993
6/13/17,9.806,-0.046479969,6.837530291,-0.00650698
6/12/17,10.284,0.028430853,6.882313366,0.000733418
6/9/17,9.9997,0.001973948,6.877269452,0.000597222
6/8/17,9.98,-0.021568627,6.87316465,-0.000527784
6/7/17,10.2,0.000559136,6.87679411,-0.012564527
6/6/17,10.1943,0.027775537,6.964297213,-0.000986862
6/5/17,9.9188,0.032305066,6.971176803,0.001090637
6/2/17,9.6084,-0.007150533,6.963582065,-0.01607234
6/1/17,9.6776,-0.037284629,7.077331339,0.007440794
5/31/17,10.0524,0.00621603,7.025059319,-0.001717564
5/30/17,9.9903,0.035564723,7.03714607,0.00065963
5/26/17,9.6472,0.004132188,7.032507214,-0.002437945
5/25/17,9.6075,-0.020342612,7.049693977,0.004721875
5/24/17,9.807,-0.025555931,7.016562646,-0.006923811
5/23/17,10.0642,-0.012122461,7.065482716,-0.002582804
5/22/17,10.1877,-0.049761221,7.08377873,0.001069078
5/19/17,10.7212,-0.10094005,7.076213703,0.013236949
5/18/17,11.9249,-0.044134504,6.983769894,0.000990593
5/17/17,12.4755,0.265225196,6.97685867,0.09856776
5/16/17,9.8603,-0.004904682,6.350867853,-0.001842657
5/15/17,9.9089,-0.021430194,6.362591925,0.004225309
5/12/17,10.1259,-0.009992081,6.335821122,-0.006691931
5/11/17,10.2281,0.026587843,6.378505643,-0.012913348
5/10/17,9.9632,0.011328109,6.461951064,-0.007561071
5/9/17,9.8516,0.017622146,6.511182581,0.000493975
5/8/17,9.681,-0.022595105,6.507967806,-0.018860145
5/5/17,9.9048,-0.011704134,6.633068441,0.006821414
5/4/17,10.0221,-0.010319357,6.588128093,3.81426E-05
5/3/17,10.1266,0.014364132,6.587876814,0.000282842
5/2/17,9.9832,0.018465242,6.586014012,-0.003145272
5/1/17,9.8022,-0.018307461,6.60679418,-0.000217772
4/28/17,9.985,0.004769763,6.60823327,-0.003676919
4/27/17,9.9376,-0.012353532,6.632620882,-0.000624789
4/26/17,10.0619,0.022987454,6.636767459,-0.00071253
4/25/17,9.8358,-0.021303695,6.641499728,-0.008703974
4/24/17,10.0499,-0.143982692,6.699814742,0.010433334
4/21/17,11.7403,0.018018643,6.63063511,0.000221225
4/20/17,11.5325,-0.057879258,6.629168572,0.009924232
4/19/17,12.241,0.023683286,6.564025659,-0.005426428
4/18/17,11.9578,0.011949292,6.599839214,-0.037162049
4/17/17,11.8166,-0.061653299,6.854569045,0.013827108
4/13/17,12.593,0.028109105,6.761082825,0.005323762
4/12/17,12.2487,0.014923023,6.725279039,0.008518944
4/11/17,12.0686,0.038927723,6.668470708,-0.004230124
4/10/17,11.6164,0.042586991,6.696798997,-0.002852245
4/7/17,11.1419,0.022736869,6.715954543,0.000500219
4/6/17,10.8942,-0.032031063,6.712596773,-0.007871384
4/5/17,11.2547,0.054511895,6.765853406,0.002710645
4/4/17,10.6729,-0.020439443,6.747563161,5.31839E-06
4/3/17,10.8956,0.002871765,6.747527275,-0.000504358
3/31/17,10.8644,0.013290555,6.750932165,-0.004155699
3/30/17,10.7219,-0.005970537,6.779104081,-0.000293213
3/29/17,10.7863,-0.02216521,6.781092385,-0.005504991
3/28/17,11.0308,-0.043677284,6.818628878,0.002382429
3/27/17,11.5346,-0.021911303,6.802422586,-0.015035945
3/24/17,11.793,-0.028295046,6.906264806,-0.000189739
3/23/17,12.1364,0.024653001,6.907575441,-0.00268951
3/22/17,11.8444,0.006081816,6.926203537,-0.00149886
3/21/17,11.7728,0.063765575,6.93660053,0.018017082
3/20/17,11.0671,-0.001947929,6.813835107,0.018635139
3/17/17,11.0887,0.009780263,6.689181287,-0.128335672
3/16/17,10.9813,-0.040599336,7.674033534,-0.001622908
3/15/17,11.446,-0.047714131,7.686508027,0.000502434
3/14/17,12.0195,0.027817209,7.682648007,-0.005559476
3/13/17,11.6942,0.004018064,7.725598288,-0.019490888
3/10/17,11.6474,-0.02902731,7.879170316,-0.00186428
3/9/17,11.9956,0.015827314,7.89388673,-0.000266937
3/8/17,11.8087,0.010681365,7.89599446,-0.007586809
3/7/17,11.6839,0.012408259,7.956357827,0.003616273
3/6/17,11.5407,0.007182504,7.927689136,-0.000906109
3/3/17,11.4584,-0.043155855,7.934879004,-0.001909199
3/2/17,11.9752,-0.006603179,7.950057248,0.00744795
3/1/17,12.0548,-0.032923659,7.891283362,0.033616566
2/28/17,12.4652,0.045063172,7.634633211,0.002375506
2/27/17,11.9277,0.025262597,7.616540074,-0.002327234
2/24/17,11.6338,0.005088597,7.63430689,-0.002379682
2/23/17,11.5749,0.024164292,7.65251745,-0.000123706
2/22/17,11.3018,0.01768509,7.653464229,-0.003164895
2/21/17,11.1054,0.033964583,7.677763545,0.002414436
2/17/17,10.7406,-0.002016298,7.659270727,-0.03668258
2/16/17,10.7623,0.016001435,7.950931407,-0.003185699
2/15/17,10.5928,0.012831545,7.976341628,-0.001954624
2/14/17,10.4586,-0.03787384,7.991962914,0.003134064
2/13/17,10.8703,-0.011080685,7.966993842,0.003516813
2/10/17,10.9921,-0.016780415,7.939073605,-0.003352246
2/9/17,11.1797,-0.020012272,7.965776845,0.002909825
2/8/17,11.408,0.010702389,7.942665079,-0.005545623
2/7/17,11.2872,0.005953442,7.986957737,-0.012793306
2/6/17,11.2204,0.023273629,8.090461488,-0.002423528
2/3/17,10.9652,-0.042925722,8.11011658,0.001887402
2/2/17,11.457,0.012138238,8.094838364,-0.018285066
2/1/17,11.3196,-0.016003547,8.245609881,-0.005986221
1/31/17,11.5037,0.007761649,8.295267181,-0.004955927
1/30/17,11.4151,0.064603074,8.336582674,-0.01691771
1/27/17,10.7224,-0.001294673,8.480045629,0.001213709
1/26/17,10.7363,0.000838981,8.469765801,-0.003241955
1/25/17,10.7273,-0.019227253,8.497313708,0.010741166
1/24/17,10.9376,-0.041755007,8.407012587,-0.019455967
1/23/17,11.4142,0.016520167,8.573824639,-0.003215714
1/20/17,11.2287,-0.044463544,8.601484557,-0.039131041
1/19/17,11.7512,0.018663477,8.951776909,-0.043164086
1/18/17,11.5359,-0.013080898,9.35560296,-0.097838566
1/17/17,11.6888,0.01243807,10.37020938,0.00125796
1/13/17,11.5452,-0.024824522,10.35718046,0.0017123
1/12/17,11.8391,0.007908941,10.33947617,0.000817987
1/11/17,11.7462,-0.009829045,10.33102553,-0.001895287
1/10/17,11.8628,-0.000690759,10.35064297,-0.000171598
1/9/17,11.871,0.011882437,10.35241942,0.000195581
1/6/17,11.7316,-0.012250465,10.35039508,0.000307799
1/5/17,11.8771,-0.007404498,10.34721022,-0.002738279
1/4/17,11.9657,-0.054535829,10.37562157,0.002080057
1/3/17,12.6559,-0.060326394,10.35408448,0.006440392
12/30/16,13.4684,0.032623113,10.28782684,-0.001023512
12/29/16,13.0429,0.015754716,10.29836734,-0.00024943
12/28/16,12.8406,0.037439809,10.3009367,0.007580103
12/27/16,12.3772,0.017117406,10.22344196,-0.000201675
12/23/16,12.1689,-0.003153825,10.22550419,-0.000244495
12/22/16,12.2074,0.010178412,10.22800489,6.7221E-05
12/21/16,12.0844,0.00287974,10.2273174,-0.001729124
12/20/16,12.0497,-0.008140856,10.24503233,0.000157401
12/19/16,12.1486,-0.016068681,10.24342001,0.002357215
12/16/16,12.347,-0.01193963,10.21933085,-0.001451275
12/15/16,12.4962,-0.026578591,10.23418346,-0.000121753
12/14/16,12.8374,-0.011092794,10.23542965,0.008262856
12/13/16,12.9814,0.00233183,10.15154886,0.007297464
12/12/16,12.9512,0.05010865,10.07800498,-0.007623661
12/9/16,12.3332,-0.039006374,10.15542651,0.003479996
12/8/16,12.8338,0.031672535,10.12020823,0.002542053
12/7/16,12.4398,-0.003684185,10.09454736,0.015354942
12/6/16,12.4858,-0.024089417,9.941890214,0.000295288
12/5/16,12.794,-0.060577135,9.938955361,0.004086582
12/2/16,13.619,-0.004851886,9.898504307,-0.000492148
12/1/16,13.6854,0.038684852,9.903378235,0.001276449
11/30/16,13.1757,0.021482952,9.890753191,0.000911843
11/29/16,12.8986,-0.002443891,9.881742593,-0.000828395
11/28/16,12.9302,0.039856529,9.889935369,0.001124547
11/25/16,12.4346,-0.005120574,9.878826167,-0.000107724
11/23/16,12.4986,0.006847329,9.87989047,-0.002238518
11/22/16,12.4136,-0.004011682,9.902056402,0.00136891
11/21/16,12.4636,-0.017879516,9.888519912,0.002938895
11/18/16,12.6905,-0.010471898,9.859543744,-0.00029265
11/17/16,12.8248,-0.022037853,9.862429988,7.80442E-05
11/16/16,13.1138,0.015628872,9.861660343,0.001504337
11/15/16,12.912,-0.063635375,9.846847365,0.003314442
11/14/16,13.7895,0.015457009,9.814318376,-0.002892777
11/11/16,13.5796,0.00446772,9.842791378,-0.024408365
11/10/16,13.5192,0.028647082,10.08904856,0.000933324
11/9/16,13.1427,-0.124397897,10.07964099,0.014848743
11/8/16,15.0099,-0.003941789,9.932160884,-0.005462628
11/7/16,15.0693,-0.150062888,9.986714594,0.089442865
11/4/16,17.7299,0.023046075,9.166808936,-0.021201666
11/3/16,17.3305,0.048909359,9.365370394,-0.050096248
11/2/16,16.5224,0.028593484,9.859283506,-0.057375469
11/1/16,16.0631,0.046640126,10.45939627,-0.029899858
10/31/16,15.3473,0.037870335,10.78176965,-0.172679951
10/28/16,14.7873,0.026731841,13.0321629,-0.015923957
10/27/16,14.4023,0.046633141,13.24304457,0.001921825
10/26/16,13.7606,0.034040699,13.21764258,-0.00021066
10/25/16,13.3076,0.01296309,13.22042759,0.000288826
10/24/16,13.1373,-0.023735388,13.21661029,0.001425521
10/21/16,13.4567,-0.010958562,13.19779655,-0.000757481
10/20/16,13.6058,-0.025128077,13.20780121,-0.000180401
10/19/16,13.9565,-0.031067759,13.21018434,5.78027E-05
10/18/16,14.404,-0.038200867,13.2094208,-0.004854945
10/17/16,14.9761,0.012856756,13.27386468,-0.005897048
10/14/16,14.786,-0.013306285,13.35260563,-0.000269323
10/13/16,14.9854,0.035217884,13.35620276,-0.000529487
10/12/16,14.4756,0.012973926,13.36327844,0.000138336
10/11/16,14.2902,0.084455845,13.36143007,0.009475819
10/10/16,13.1773,-0.03641602,13.23600805,0.001758433
10/7/16,13.6753,0.02376122,13.21277427,0.001532073
10/6/16,13.3579,-0.012778254,13.1925623,1.52505E-05
10/5/16,13.5308,-0.020195949,13.19236111,0.000992635
10/4/16,13.8097,0.008426864,13.1792789,0.000616542
10/3/16,13.6943,0.017543208,13.17115833,0.001122991
9/30/16,13.4582,-0.041943705,13.15638383,-0.000288327
9/29/16,14.0474,0.066434867,13.16017827,-0.011731765
9/28/16,13.1723,-0.037084418,13.31640318,0.000818744
9/27/16,13.6796,-0.054368489,13.30550937,0.000484434
9/26/16,14.4661,0.097213373,13.29906685,0.006634592
9/23/16,13.1844,0.008112675,13.21141451,0.002237005
9/22/16,13.0783,-0.050508204,13.18192648,-0.006272675
9/21/16,13.774,-0.08699831,13.26513435,0.00409778
9/20/16,15.0865,0.012863463,13.21099859,-0.005044004
9/19/16,14.8949,0.000927351,13.27797274,0.001133958
9/16/16,14.8811,-0.015683084,13.26293313,-0.007395762
9/15/16,15.1182,-0.076107947,13.36175348,0.000644068
9/14/16,16.3636,0.022079812,13.35315314,0.001585174
9/13/16,16.0101,0.139971376,13.33201957,0.016428389
9/12/16,14.0443,-0.105242033,13.11653602,0.022939365
9/9/16,15.6962,0.254501714,12.82239834,0.063673637
9/8/16,12.5119,0.03285482,12.05482386,-0.006614727
9/7/16,12.1139,-0.007943722,12.1350942,-0.004509011
9/6/16,12.2109,-0.001071662,12.19005931,-0.00448921
9/2/16,12.224,-0.06340985,12.24502982,-0.006398405
9/1/16,13.0516,0.011995131,12.32388301,0.000162907
8/31/16,12.8969,0.031900594,12.32187569,0.000524443
8/30/16,12.4982,0.01078869,12.31541696,0.000208689
8/29/16,12.3648,-0.027595807,12.31284741,0.001839249
8/26/16,12.7157,-0.000251594,12.29024259,-0.005062906
8/25/16,12.7189,0.017951755,12.35278357,-0.000134919
8/24/16,12.4946,0.057045929,12.35445042,0.001795838
8/23/16,11.8203,-0.004044387,12.3323036,-0.002389468
8/22/16,11.8683,0.02815486,12.36184183,-0.000114921
8/19/16,11.5433,-0.01338473,12.36326263,0.000169673
8/18/16,11.6999,-0.027213316,12.36116527,-0.007950323
8/17/16,12.0272,-0.023988055,12.46022811,-0.008760396
8/16/16,12.3228,0.047162596,12.57034935,0.000970965
8/15/16,11.7678,0.008397745,12.55815582,-6.87912E-05
8/12/16,11.6698,-0.00475033,12.55901977,-0.015382603
8/11/16,11.7255,-0.012988434,12.75522839,-0.007569733
8/10/16,11.8798,0.030159556,12.85251852,-0.007818941
8/9/16,11.532,-0.009295373,12.95380354,-0.001577998
8/8/16,11.6402,-0.000661063,12.97427692,-0.002949855
8/5/16,11.6479,-0.059158502,13.01266239,0.004367893
8/4/16,12.3803,-0.021768675,12.95607165,-0.00088482
8/3/16,12.6558,-0.026289671,12.96754559,-0.006794906
8/2/16,12.9975,0.056947923,13.05626166,0.003208179
8/1/16,12.2972,0.024817908,13.01450878,0.000467425
7/29/16,11.9994,-0.041443658,13.00842831,-0.004744614
7/28/16,12.5182,-0.007303553,13.07044251,0.000101141
7/27/16,12.6103,-0.006656269,13.06912068,-0.001210413
7/26/16,12.6948,0.000804125,13.08495888,-0.001676782
7/25/16,12.6846,0.035646636,13.10693636,-0.001817326
7/22/16,12.248,-0.029130831,13.1307993,-0.000847019
7/21/16,12.6155,0.045333267,13.14193076,0.001855227
7/20/16,12.0684,-0.000621072,13.11759465,0.000753991
7/19/16,12.0759,-0.013205312,13.10771155,-0.018043667
7/18/16,12.2375,-0.01005517,13.34856868,0.000410709
7/15/16,12.3618,0.008435032,13.34308856,-4.84355E-05
7/14/16,12.2584,0.00102075,13.34373487,-0.006533712
7/13/16,12.2459,-0.020280973,13.43149237,-7.78393E-05
7/12/16,12.4994,-0.031099329,13.43253795,0.003255504
7/11/16,12.9006,-0.003306705,13.38895017,0.000579358
7/8/16,12.9434,-0.082184593,13.38119766,0.013514531
7/7/16,14.1024,-0.012886291,13.20276844,-0.045468233
7/6/16,14.2865,-0.027348484,13.83167003,-0.002968914
7/5/16,14.6882,0.043796502,13.87285735,0.002298362
7/1/16,14.0719,-0.030900927,13.84104561,-0.006702161
6/30/16,14.5206,-0.034297001,13.93443645,0.005069251
6/29/16,15.0363,-0.086899492,13.86415556,0.015600018
6/28/16,16.4673,-0.153765513,13.65119665,0.027461905
6/27/16,19.4595,0.012292438,13.28632875,0.025596769
6/24/16,19.2232,0.346021076,12.95472953,0.216640526
6/23/16,14.2815,-0.139544271,10.64795168,-0.014992353
6/22/16,16.5976,0.060820657,10.8100193,-0.026650297
6/21/16,15.646,-0.001200143,11.10599743,-0.032521209
6/20/16,15.6648,-0.069117359,11.47931875,-0.018375007
6/17/16,16.8279,0.04365542,11.69419975,-0.000285668
6/16/16,16.124,-0.042830429,11.69754136,-0.00060623
6/15/16,16.8455,-0.018613458,11.70463706,-0.018921614
6/14/16,17.165,-0.004783302,11.93037909,-0.031910451
6/13/16,17.2475,0.150393191,12.32363174,0.008497261
6/10/16,14.9927,0.103686636,12.21979694,0.007221879
6/9/16,13.5842,0.03157559,12.1321798,-0.032780492
6/8/16,13.1684,-0.00785076,12.54335722,0.000644764
6/7/16,13.2726,0.001887134,12.53527492,-0.052872746
6/6/16,13.2476,0.009287124,13.23504827,0.000898524
6/3/16,13.1257,-0.002257628,13.22316694,-0.011296963
6/2/16,13.1554,-0.022150534,13.37425541,-0.012369371
6/1/16,13.4534,-0.003193421,13.54175844,-0.02144066
5/31/16,13.4965,0.052563853,13.83846424,-0.026693526
5/27/16,12.8225,-0.025082875,14.21799259,0.000106624
5/26/16,13.1524,-0.017039849,14.21647677,-0.008626096
5/25/16,13.3804,-0.027240805,14.34017651,0.001232728
5/24/16,13.7551,-0.082320368,14.32252074,-0.020419075
5/23/16,14.989,0.011096496,14.62106946,-0.017713841
5/20/16,14.8245,-0.049248352,14.88473529,-0.034036807
5/19/16,15.5924,0.007957697,15.40921579,-0.001244294
5/18/16,15.4693,0.010748262,15.42841327,0.00015231
5/17/16,15.3048,0.050108065,15.42606372,-0.002466042
5/16/16,14.5745,-0.035012216,15.46419908,-0.039643209
5/13/16,15.1033,0.036958462,16.10255607,-0.006423373
5/12/16,14.565,-0.013091027,16.20665747,-6.78237E-05
5/11/16,14.7582,0.062321845,16.20775674,-0.004725412
5/10/16,13.8924,-0.057695177,16.2847087,0.001992012
5/9/16,14.743,-0.002806994,16.25233386,-0.00425798
5/6/16,14.7845,-0.047985473,16.32183189,-0.00650088
5/5/16,15.5297,0.006044155,16.42863245,3.56811E-05
5/4/16,15.4364,0.025422321,16.42804628,0.001262229
5/3/16,15.0537,0.058680807,16.40733647,0.000244302
5/2/16,14.2193,-0.046190275,16.40332911,-0.002825979
4/29/16,14.9079,0.036537713,16.44981594,-0.000579464
4/28/16,14.3824,0.064267162,16.45935354,0.004139277
4/27/16,13.5139,-0.007695301,16.39150456,-0.018427681
4/26/16,13.6187,-0.014922242,16.69923269,-0.00817867
4/25/16,13.825,0.030770263,16.83693644,-0.008561238
4/22/16,13.4123,-0.033939569,16.98232617,-0.000731468
4/21/16,13.8835,0.049807937,16.99475729,-0.016643223
4/20/16,13.2248,-0.002571857,17.28239199,-0.000376767
4/19/16,13.2589,-0.002617781,17.28890588,-0.002977197
4/18/16,13.2937,-0.032333908,17.34053206,-0.004180316
4/15/16,13.7379,-0.015253715,17.41332526,-0.000590967
4/14/16,13.9507,-0.002088713,17.42362204,-0.015337079
4/13/16,13.9799,-0.056534122,17.69501183,-0.005526024
4/12/16,14.8176,-0.05951648,17.79333824,0.001834601
4/11/16,15.7553,0.035293267,17.76075435,-0.004268687
4/8/16,15.2182,-0.028044427,17.83689447,-0.000568107
4/7/16,15.6573,0.093547238,17.8470335,0.006801781
4/6/16,14.3179,-0.065191559,17.72646198,0.00526941
4/5/16,15.3164,0.074782291,17.63354361,0.003824189
4/4/16,14.2507,0.055982868,17.5663665,0.000392042
4/1/16,13.4952,-0.044885133,17.55948244,0.001094031
3/31/16,14.1294,0.018320457,17.54029282,0.000135793
3/30/16,13.8752,-0.021957185,17.5379113,-0.009898021
3/29/16,14.1867,-0.072825306,17.7132373,0.004379652
3/28/16,15.301,-0.000248288,17.63599777,-0.009885498
3/24/16,15.3048,0.005545189,17.81207904,-0.005421757
3/23/16,15.2204,0.048251353,17.90917825,-0.006624652
3/22/16,14.5198,-0.000846402,18.02861152,-0.000790067
3/21/16,14.5321,-0.018068178,18.0428666,0.000231233
3/18/16,14.7995,-0.013399553,18.03869545,-0.003048089
3/17/16,15.0005,-0.031526006,18.09384711,0.001969279
3/16/16,15.4888,-0.046367728,18.05828531,0.001615277
3/15/16,16.2419,0.006045477,18.02916322,-0.000502343
3/14/16,16.1443,-0.006889637,18.03822459,-0.000727256
3/11/16,16.2563,-0.061766658,18.05135254,0.006351529
3/10/16,17.3265,-0.007282165,17.93742248,-0.000711529
3/9/16,17.4536,-0.01632729,17.95019456,0.000959903
3/8/16,17.7433,0.055771748,17.93298064,-0.003250685
3/7/16,16.806,0.009454248,17.99146523,0.000243095
3/4/16,16.6486,0.003665344,17.98709265,0.000229329
